Date,Rating,User,Review
"October 27, 2019",4,A Google user, Now works with Chromecast
"October 18, 2019",5,Terry Hood, very good
"September 12, 2019",4,Peter Deckers," So far, so good. I had bad experiences in the past, from being the worse app ever, to now ok...Who knows-wait and see.."
"September 22, 2019",1,tim chapman, Keeps crashing when trying to cast live tv Eg connect to chromecast then try playing a live stream rubbish
"September 26, 2019",1,Tim Wright," Cast doesn't work on live TV. Also some shows just won't load. I've gone through cycles of installing this app cos I want to watch something, then rage uninstalling it because it just doesn't work, about 5 times. Why even have an app if it never works?"
"September 12, 2019",1,emma soroka," The ads !!! Jesus sort it out !!! Not to mention it keeps crashing, not good at all 😣"
"September 6, 2019",1,irwinclan irish, Dosnt load
"September 29, 2019",1,Kerrie Macdonald, Lagging alot
"September 12, 2019",4,Paul Ibbertson, Orsome
"September 8, 2019",1,Lisa Fox, Painful
"September 11, 2019",1,Karyn Whelan, Rubbish
"August 7, 2019",1,Lisa Marie, What's the point in having a casting button if even after connecting it still just plays on the phone instead of actually casting. Useless. Update; one year on and live streaming still doesn't work with chromecast. TVNZ can do it....
"August 18, 2019",3,Zesty Zee, I'm happy the crashing has been fixed but PLEASE stop randomly playing some other show i have no interest in watching when a show finishes especially when theres more episodes in the series I'm watching. still a massive improvement from last year.
"August 30, 2019",4,Anthony Powell, Much improved over earlier versions. Would be good to be able to watch delayed live coverage of the news without having to wait a few hours.
"September 4, 2019",3,Barry Page," Does Chromecast now, but crashes trying to cast live content"
"August 6, 2019",1,Ritchie Lewis," Still can't live stream to a chromecast. Come on, get with the times!"
"August 24, 2019",1,Brenda I, Not sure why it is still not opening after uninstall etc. :(s
"September 2, 2019",2,Tyla Falo, Why is there no live playback?
"August 8, 2019",5,Aniva Wilson, ok
"August 26, 2019",5,Anna Grefstad, Awesome app
"August 1, 2019",1,Aquilus Umbra, annoying
"September 1, 2019",4,Logan Cole, Good 😊☺
"August 5, 2019",5,Janet Lau, excellent.
"August 12, 2019",5,Mele Scotson, awesome
"August 14, 2019",5,Niki Smith, Good
"August 20, 2019",5,HiMatthew Jordan, love it
"September 6, 2019",5,Hoskin Family, Enjoyable
"July 20, 2019",1,john rohloff, Video freezes at times yet adudio contiues to play and now you only long in via facebook no direct long in offered -10 trillion stars is my true rating now update now it wont let you ******* logg in also why the **** is tvnz app on all tvs (panasonic ) and ps3 and ps4 but you limit this app to mobil...Full ReviewVideo freezes at times yet adudio contiues to play and now you only long in via facebook no direct long in offered -10 trillion stars is my true rating now update now it wont let you ******* logg in also why the **** is tvnz app on all tvs (panasonic ) and ps3 and ps4 but you limit this app to mobile use old which even then dont want to **** work web site version okay but cans be just as much of a ****
"July 22, 2019",4,Vanillacup, Much better than about a year ago. Still too many ads but I guess that's how they make their money. I'm enjoying reality tv again lol
"July 12, 2019",1,Logan, hows about you enable chromecast cabability on live edge tv since you took it off fta and sky . this is trash
"June 17, 2019",1,jamdamrad, I cannot login.
"September 1, 2019",3,Stephen Astwood, Keeps crashing :-(
"June 4, 2019",5,Daniel Jones, New version is a big improvement
"July 14, 2019",1,bob thebuilder, sign up ?
"July 22, 2019",2,Lee Grant, keeps crashing
"June 11, 2019",1,Spencer Young, straight Doodoo
"June 18, 2019",1,nick boustridge, Keeps crashing
"July 1, 2019",1,Amy Reeves, black screen
"July 17, 2019",3,Ben Moodie, e333333
"August 10, 2019",4,Travis Amorangi, 👍
"July 27, 2019",5,Red Lion, Good thanks
"July 9, 2019",5,Richard B, good app👍👍👍
"June 16, 2019",4,simmone. collins, good
"June 21, 2019",5,Henry Savage, amazing
"June 25, 2019",5,Seb j, Great
"July 7, 2019",4,Lorraine Price, good
"July 11, 2019",5,Megan McClellan, great
"September 4, 2019",5,Hayden Ivil, Great
"June 3, 2019",1,lindaindah1, updated the app and now it doesn't open on my samsung galaxy tab!
"May 28, 2019",5,Donike Wilkinson, perfect
"October 7, 2019",5,Cheryl Campbell, Easy
"May 27, 2019",3,John Hamilton, No point having it unless you can live stream to Chromecast.
"May 26, 2019",1,Amy Paulsen, utter rubbish
"May 28, 2019",4,Gordon B, good choices
"March 10, 2019",1,fii fii," This app is ridiculous! Constant playback errors even when the show is playing the symbol is still right in the middle of my screen but if I exit out and open again just so I can have an option to rewind or pause in then forced to watch multiple ads! Ad after ad after ad then more problems so then a...Full ReviewThis app is ridiculous! Constant playback errors even when the show is playing the symbol is still right in the middle of my screen but if I exit out and open again just so I can have an option to rewind or pause in then forced to watch multiple ads! Ad after ad after ad then more problems so then again more ads! I feel like I'm constantly just watching ads! And the sound omg plays when I'm not even watching anything! EDIT: Been a year, and still the crappiest app tv3 DO NOT CARE"
"August 29, 2018",1,Carl Chegwin, While on wifi keeps on lagging... until the adds they worked great.. but kept going to adds when ever it felt like it.. took more than an hour to watch a 30min program.. hated it for that reason. Very bad and a waste of time catching up if taking so long to stream it.
"September 12, 2018",2,A Google user," The app never let's me to continue watching my shows. It always laggs and stops and then I have to wait for like 20 minutes before I can watch again. Not to mention there are too many ads. It works fine on my laptop just not on my phone. This app let me down, a lot. 😡"
"September 3, 2018",2,Hannah Sarkar," Really need to get the ads sorted out. Play ads by all means but 2 ads just for tapping on a show to resume, followed by 5 more ads to resume watching an episode that you accidentally clicked off and only watched 5 more ads before accidentally clicking off? Please. Go research how TVNZ On Demand mai...Full ReviewReally need to get the ads sorted out. Play ads by all means but 2 ads just for tapping on a show to resume, followed by 5 more ads to resume watching an episode that you accidentally clicked off and only watched 5 more ads before accidentally clicking off? Please. Go research how TVNZ On Demand maintain their ads because they have it on point."
"August 23, 2018",1,Courtney Duff," Do you know what the worst error is? ""Something went wrong, please try again later"". Can't even get into the stupid app. From reading the reviews it just looks like it gets worse from there."
"March 29, 2019",1,Helen Reidt, Bloody hell !! 2 nights in a row now. Trying to watch NCIS. Plays the ad....and STOPS..If I could give a minus I would....4 nights later..still not fixed !! ..2 YEARS later. I re-installed..nothings changed..stalling at the adds...extremely slow downloading with constant stopping...WHY..WHY..DONT YO...Full ReviewBloody hell !! 2 nights in a row now. Trying to watch NCIS. Plays the ad....and STOPS..If I could give a minus I would....4 nights later..still not fixed !! ..2 YEARS later. I re-installed..nothings changed..stalling at the adds...extremely slow downloading with constant stopping...WHY..WHY..DONT YOU FIX IT? Quite obviously customer satisfaction counts for nothing
"August 14, 2018",4,Jesse Cooper," App works well for me. Not sure why so many people are complaining about 
it. Maybe you need to get better phones to stream it from. Also, stop 
complaining about ads - it's a free service and there's only like 4 ads 
once every 20 minutes."
"July 14, 2018",1,Alys S," BAD BAD App do not download its smothered with ads. Freezes doesnt play all 
because you guys want your stupid ads on. If there were no ads ruining 
everything then this app would be awesome. Im getting fed up and annoyed 
with blimming ads popping up all over tbe show. Deleting this app."
"September 26, 2018",1,Jennah Munro, Started great but now it doesn't work at all...I can't watch anything... it closes the whole app when I tap on the programme I selected. Months down the track and its still not working properly!!! Come on guys.... your killing me here!!! 2 yrs down the track and still the same problem!!!!
"September 8, 2018",1,Peter Corin, In a world with so many great streaming services I can't believe how horrible this experience is. The worst thing for me is that when chromecasting shows they randomly restart forcing you to watch 2 ads before you can even start guessing where you were up to. Unbelievably horrible.
"August 6, 2018",1,Brand Bezuidenhout," No thumbnails or names of the shows. How do I pick a show only black boxes. 
Use to work fine on older version. I am on a fibre network so speed is not 
the problem. Can't use the website either, because it tells me to install 
this broken app."
"July 10, 2018",1,Alicia Stanley," 1. TVNZ has an app for playstation, you should too. 2. I played Three Live 
through the playstation web app, but when i tried to play on demand, the 
ads worked but the actual show threw an error that it ""wasnt supported"" so 
now i have to watch on my much less ideal phone. 3. TVNZ on demand has one...Full Review1. TVNZ has an app for playstation, you should too. 2. I played Three Live 
through the playstation web app, but when i tried to play on demand, the 
ads worked but the actual show threw an error that it ""wasnt supported"" so 
now i have to watch on my much less ideal phone. 3. TVNZ on demand has one 
ad at a time in breaks. You have 4, not only that but through at least 2 of 
these breaks now (im only partway through my show and already annoyed), 3 
of the 4 ads in a single break have been the same one repeated. I have seen 
the Air NZ ad about 6 times already during one show. 4. Went back to app 
after writing review to watch the rest of the how. Got 1 'ad' (AirNZ 
again), THEN another set of 4 started. Guess what, 3/4 WERE THE SAME AD 
AGAIN. YOU ARE KIDDING ME. SORT IT OUT."
"July 9, 2018",1,jkjgkk S," WORST APP IVE EVER USED. Crashes every 2 mins, doesnt remember your place, 
doesnt cast live tv & has ads longer than Lord of the Rings. A snail could 
design a better app."
"July 3, 2018",1,A Google user," This is literally one of the worst apps I've ever downloaded. Heaps of good 
shows but none of them play well. They either won't connect to the 
Chromecast or if they do they play a few mins, freeze, load an ad then 
restart! I had this app for all of 30 mins before I died inside. Don't 
bother inst...Full ReviewThis is literally one of the worst apps I've ever downloaded. Heaps of good 
shows but none of them play well. They either won't connect to the 
Chromecast or if they do they play a few mins, freeze, load an ad then 
restart! I had this app for all of 30 mins before I died inside. Don't 
bother installing"
"June 17, 2018",1,Dillon Lewis," Terrible App. We only use on demand TV. So impossible to use due to 
constant freezing & shutting down. When you re-open after freezing you cant 
fast forward to where you were upto without it freezing or shuttin down 
again. Basically just watch TVNZ now"
"June 9, 2018",1,Bronwyn King," The app constantly freezes then it will just start playing ads again. Every 
time you interact with the app while a show is playing it will go back to 
the start of the show and, you guessed it, play more ads. The ads in fact 
are the only thing that seems to work properly."
"January 13, 2019",1,Tania Franklin," I hoped this update would be an improvement but it still stops/crashes repeatedly and then when I go back in it doesn't restart from where it stopped, frustrating! And now there are no images displayed for any program (only category headings) - to find the program I want to watch I need to type in t...Full ReviewI hoped this update would be an improvement but it still stops/crashes repeatedly and then when I go back in it doesn't restart from where it stopped, frustrating! And now there are no images displayed for any program (only category headings) - to find the program I want to watch I need to type in the name"
"September 3, 2018",1,Ken Macrae," Gave them the benefit of the doubt after reading the reviews. As soon as I downloaded and went to log in I was already hit with a error and couldn't even log in. Overall poorly designed and the app designers need to work out the bugs. Just because it's a free app does not mean you have free reign to...Full ReviewGave them the benefit of the doubt after reading the reviews. As soon as I downloaded and went to log in I was already hit with a error and couldn't even log in. Overall poorly designed and the app designers need to work out the bugs. Just because it's a free app does not mean you have free reign to not fix the issues. Clearly, based on the poor rating, something needs to be fixed."
"August 3, 2018",1,J N," Please fix this app immediately! I cannot watch any of my favourite shows 
because it doesn't work! Only the ads which is a real shame."
"August 6, 2018",3,Bec Dobson," Way too many ads. Ads are also much louder than the program so I'm 
constantly turning the sound up and down, which doesn't make for pleasant 
viewing. Casting to the TV is good but can't cast live which is also a bit 
of a pain."
"August 21, 2018",1,A Google user, Only thing that plays is the ads. Max I've been able to watch is about 3 minutes of a show. Worst ap I've used
"July 13, 2018",1,William Green," App needs work. Unable to watch a show without cutting out, restarting and 
ads every 3 to 5 minutes."
"July 26, 2018",1,Sally Tohill," I cannot chrome cast off the live stream on either of my devices. Really 
irritating"
"July 17, 2018",1,Kaleta Wilkinson," Worst app ever!!!! Sort it out seems like I'm not the only one who thinks 
so Update...now deleting"
"August 10, 2018",1,Chayson Te Ahu," Overall you can't watch anything the only thing that plays is the add then 
your staring at a black screen, no its not my phone, nor the internet as I 
can work any other apps TV on demand works perfectly so I don't see the 
difference with this app. Uninstalled straight away I hope yous fix what's ...Full ReviewOverall you can't watch anything the only thing that plays is the add then 
your staring at a black screen, no its not my phone, nor the internet as I 
can work any other apps TV on demand works perfectly so I don't see the 
difference with this app. Uninstalled straight away I hope yous fix what's 
wrong because there's shows I wanna watch && I can't watch it through 
chrome which is a bummer."
"August 7, 2018",1,Selina Rika," Useless app. Get better tech people so that it actually works. Stalls all 
the time. Freezes and just does not work"
"June 18, 2018",1,A Google user," Waisting more time watching ads than actually programs. 1 min program 
almost 4 - 5 minutes of just ad repeats. Sometimes a split second of 
program and then 5 ads AGAIN. App will stop or freeze, device will 
restart.. Guess what... Ads again.. All over... Non-Stop :@"
"August 1, 2018",1,Haz Edwards," This app sucks it has lots of ads and when it tries to reboot itself 
because its fragged out for god knows why, probably too many users in the 
evenings and it cant handle and then plays ads again. I hate it. Please fix."
"August 9, 2018",1,Parshti Bhatt," So much lagging and freezing with ads, I see I'm not the only one having 
trouble. Does tv three not read these reviews? It's a shame."
"March 11, 2019",1,Ben Williams," Since my last review, the app now has Chromecast capability. Casts like a flickerbook, everytime you wake your phone up an ad comes on and can't cast live TV. The TVNZ app is far superior to this garbage"
"June 28, 2018",1,Bev Cardwell," What device is this app designed for? I have a Samsung tablet and can't 
watch anything because the 'contents are not supported on your device'. I 
get to see ads with the warning through the middle of them! Does anyone 
actually test the app before going live? Maybe tell us which device it will 
wo...Full ReviewWhat device is this app designed for? I have a Samsung tablet and can't 
watch anything because the 'contents are not supported on your device'. I 
get to see ads with the warning through the middle of them! Does anyone 
actually test the app before going live? Maybe tell us which device it will 
work on."
"September 10, 2018",1,Craig Duckett," Really badly optimised. Constantly restarts what I'm watching and randomly starts playing on my phone when using the Chromecast, also the app disappears on my phone so I have to go into settings to force close it."
"September 4, 2018",1,Jean Williams, Terribly frustrating app. Have only been able to watch ads and get a black screen trying to watch the program. Even tried uninstalling and re-installing to no avail.
"July 9, 2018",1,80's Purple," So bad it doesn't even play the videos. Always says there's an error. 
Completely rubbish."
"August 21, 2018",1,Demmi Brightwell," Honestly you guys need to do some serious upgrading. This app runs 
horribly, probably the worst app I've ever had. You guys are failing 
severely compared to the tvnz app, I'd be lucky to see one ad during my 
shows with the tvnz app. Your ads are about 10 thousand years long and 
about 20 thousand...Full ReviewHonestly you guys need to do some serious upgrading. This app runs 
horribly, probably the worst app I've ever had. You guys are failing 
severely compared to the tvnz app, I'd be lucky to see one ad during my 
shows with the tvnz app. Your ads are about 10 thousand years long and 
about 20 thousand times louder than the actual show and they play every 5 
seconds. I don't know who's responsible for the up keep, upgrading and 
production of this app but they should be fired."
"July 17, 2018",2,Lysette Byrne," App has error messages super regularly and you can not download to watch 
things later. Super annoying when trying to catch up outside of WiFi and 
even worse when it kicks u out"
"July 15, 2018",1,Carey Milicich," Very buggy. Many many ad breaks and the 1 show I'm trying to watch has 
restarted 4 times after an ad break! Sort it out +HR=E"
"July 2, 2018",1,Paul Olsen," Don't download. Constant crashes followed by yet another ad. I have watched 
more ads than actual tv. Pretty poor from a media company"
"July 8, 2018",1,James Johnson," Can't use Chromecast while watching live, would recommend the tvnz on 
demand app as you can watch their channels live and use chromecast."
"August 3, 2018",3,Hineapa Kauwhata," Terrible app... chunky crashes, has issues with casting and reopening the 
app, can't see what you have watched, can't favourite programs or series. 
Come on guys get it together"
"July 6, 2018",1,Dale Horner," Very basic app. Does not allow the option to use Chrome cast when streaming 
live TV. Seems miles behind the TVNZ app as far as options and usability. 
Needs a lot of work."
"July 19, 2018",1,A Google user," Downloaded tvnz.signed in all go. Three Now can't open as ""already have 
mediaworks""??? Can't log in facebook. What is sync? Asked for new password. 
Never got email. Useless"
"June 13, 2018",1,Leon Fell," Really hard to deal with. Won't do what you need it to do 90% of the time. 
Do not download. Plz let me save some time......"
"October 17, 2018",1,Kimberley Wallace, Worked fine last week on my Samsung A8 now it's saying it's not available on my device. Disappointing.
"July 4, 2018",1,Kate E," Can't see any of the show icons my app is fully up to date as well. This is 
shocking!"
"August 12, 2018",1,Brent, terrible app. Don't even bother.
"November 22, 2018",3,Tristan Lomberg, They fixed it so it works casting to tv so I'm updating my rating... But they got rid of Jono and Ben which is also where my two stars went
"June 11, 2018",1,Peter West," Forced me to upgrade to a version that simply doesn't work, jumps to an 
advert after a few mins and then starts playing again from the beginning of 
the episode"
"June 27, 2018",1,Joseph Douglas," Constantly freezes, sometimes it will cost to the TV and sometimes not, 
skips and restarts randomly. Terrible app"
"July 28, 2018",1,Teetu Maria Pakuria," Worst app ever. It freezes.. Ads sux.. Don't download its not worth your 
time . waste my time when you want to watch something it just stops.. Also 
says playback error. Yep never again."
"July 8, 2018",1,Amy hodgson," Another year and STILL ADDS EVERY 10 minute WHY???? I DONT WANT TO WATCH 
ADDS REMOVE THEM."
"July 9, 2018",1,Amy Williams," Terrible app, constantly stops working, glitches, can't use your phone when 
you're casting from it"
"October 27, 2018",1,Ashlee O'Donoghue, Worst app ever. Keeps lagging every minute or so. Fix the damn bugs.
"June 21, 2018",1,Glenn Hollis," For all the time this crashes and starts from the beginning of the episode, 
to where the editing and the amount of ads from this site...if only we 
could give a negative star rating I'm positive that ThreeNow would easily 
get --⭐⭐⭐⭐⭐"
"July 12, 2018",1,Alexa Halvorsen," This is the 3rd time I've attempted downloading and using this app on my 
phone to no avail. It says it's connected to the TV through chrome cast but 
nothing comes up on the TV. Such a shame! Hope your developers can fix it!"
"January 4, 2019",1,Katie G," Constantly says play back error, doesnt complete the watch history if you cast to the TV, ads pop up randomly even after you have just had ads, and sound plays but no picture. Ads are so much louder than the program."
"April 2, 2019",1,Janette Beckett," I am now changing what I put, I had to do update & now I don't even think I can watch anything & since the update it now says this app may no be optimiszed for this device, I have tried watching a program & all I get is a blank screen, why do a update where people cannot use the app, whats the point...Full ReviewI am now changing what I put, I had to do update & now I don't even think I can watch anything & since the update it now says this app may no be optimiszed for this device, I have tried watching a program & all I get is a blank screen, why do a update where people cannot use the app, whats the point off having a app that it freezes every minute"
"July 25, 2018",1,A Google user," Idiot app thinks my Kodi (android) is jail broken ..duh, who creates this stuff?"
"May 13, 2019",1,Marvin Bradley, Fails to Chromecast live TV useless and restarts everytime I open the app absolutely rubbish.
"August 3, 2018",1,Patchouli Makarini," Why haven't you fixed the bugs in this?? Its obvious that it needs work, it 
constantly restarts the programme your watching . You even can't cast 
anything live? A real shame for such a huge company!"
"September 3, 2018",1,Mathuran Gnaneswaran," First thing I went to watch had a cast symbol but wouldn't let me cast, then wouldn't start when trying to watch on the phone until I restarted Just gave up in the end"
"August 8, 2018",2,Avril Barlow," Shuts down all the time, really long ads, but I put up with it because 
can't find anything else to watch my programmes."
"August 14, 2018",1,A Google user," App won't work at all on a brand new android tablet. Might work OK on apple 
products"
"August 14, 2018",1,Stretch NZ," Buffer buffer buffer, what a waste of time gave up and removed, can't 
stream with fibre and gigabit wifi nor Spark 4G, TVNZ works fine go figure"
"August 29, 2018",1,Shari-lee Lane, The most frustrating app! Cant watch live tv with it connected to the chrome cast but can watch on demand....occasionally. It keeps stopping and going back to the start again. Its infuriating! Sort it out please?!
"June 26, 2018",1,Leonta Moses," Waste of time. Might as well watch on tv, you get less ads on. This is 
stupid why so many ads!!!!"
"July 18, 2018",3,Lorisa Perebooms," This app does not work well with a chrome cast. When the adverts play it 
often re-set and the programme starts from the beginning. Please look into 
and fix."
"August 3, 2018",1,Rhona Pitcher," I've had this app for about 6 months use to work great but in the last 
month it freezes and all I have is sound bloody useless I love the 
programmes but I'm gunna delete the app if not fixed what a waste"
"June 15, 2018",1,N Ross," Forces your screen into auto rotate keeps freezing video and app not 
responding"
"August 30, 2018",1,jints 1, This app. is practically useless with all its GLITCHES and i could tolerate the excessive ads if they didnt create more GLITCHES. Very poor.
"June 25, 2018",2,Raewyn Wikatene," What's going on? Loved this app but the last week it's been freezing on me 
continuously its driving me nuts"
"August 14, 2018",1,Joni Eru," Keeps Freezing! In some cases I'm watching the same the ads twice over. How 
else can I watch The Block? Heeeeelp"
"August 17, 2018",1,Raine Parore," This app is useless says it is ready to cast but never does ,i know my 
chromecast is working fine because i can watch TVNZ , Live and stream 
everything else Neon , Lightbox etc seems so many complaints but never gets 
fixed do Media works know what theyre doing .Urgh so annoying"
"August 30, 2018",4,Nadia Ghio," I think this app is great 👍One suggestion though, you should add chrome cast so you can cast it to your tv."
"May 8, 2019",1,Josh Sagar," Need to get streaming with live TV working. On demand shows constantly restart themselves while watching, this whole app is broken."
"June 9, 2018",1,Dion McLachlan," Next to impossible to watch a full episode without the steam restarting 
from the beginning."
"June 19, 2018",1,A Google user," Absolute rubbish. Keeps freezing and shutting down. Surely someone at TV3 
knows how to write an app."
"July 18, 2018",1,Amy Major, I can never get it to play very long just a whole lot of loading
"March 7, 2019",1,Christina W," Just plays ads, pauses then freezes. Then I have to go out of the app then come back and it does the same thing."
"June 18, 2018",2,Carl B," Why can't I watch live tv via Chromecast like I can with tvnz app? Be great 
if this was an option on this app."
"June 20, 2018",1,A Google user," Worst app ever, always freezes,way to many ads, pain in the arse to use!."
"October 25, 2018",1,A Google user, Jesus when the adverts come on it feels like my TV speakers are going to explode.
"June 9, 2018",1,Pin Liao, The new version doesn't work with my tv box
"September 8, 2018",1,David Hunter, Unable to cast live tv to chromecast. The option is there but the function is not working. Ondemand works
"February 2, 2019",3,Steve Sturgin," Works fine on my S7, has a lot of problems with chromecast. No issues with YouTube, Netflix etc on chromecast."
"August 24, 2018",1,Anna Bates, Doesnt work please fix it or atleast allow us to watch on the website through our smartphone
"September 7, 2018",1,A Google user, This sucks....keeps on freezing and showing three lots of five ads in a row. Get your act together
"October 19, 2018",1,barry kelliher, Thanks for adding chromecast . However you channels anti cat campaign is disgraceful
"September 5, 2018",1,A Google user, Needs to be bought up to date so smart TVs don't need to fart around with a browser to view content
"July 10, 2018",1,Russell, Doesn't work just plays an ad then a blank screen.
"August 9, 2018",1,Graeme b, As with all media works apps this is another collosal disaster.
"June 26, 2018",5,A Google user," Just letting everyone know it works great on my Samsung and even across the 
ditch (Aussie) great to be able to watch my favourite shows and remind me 
of home"
"June 14, 2018",5,A Google user, Why are the ads so much louder than the program?!!
"July 5, 2018",1,Nicole White, Always stopping and shutting down. Really needs updating
"November 9, 2018",3,A Google user, Live TV has a cast button 🔳 it connects ok. When you start a live session it does not cast. Can't cast live TV. Can't watch in catch up mode i.e. Can't start news at 630pm
"August 7, 2018",1,A Google user, I cant connect to chromecast! What a waste
"September 11, 2018",1,Isaac Redpath, Doesn't work can't sign in so the app sucks
"July 10, 2018",1,Trish Jenkins, Wouldn't work yet ads played perfectly waste of time
"July 1, 2018",1,holly stevenson, Absolutely rubbish. Keeps freezing.
"December 24, 2018",3,PUCK LOWL, app still won't cast live tv from the android app must be time to fix it.
"June 22, 2018",1,Emma Watson," This app sucks will play only the adverts and won't play the program. 
Deleting the app and will stick to TVNZ on demand"
"September 5, 2018",1,Gemma Byford, Can't even log in. Stupid app!
"July 10, 2018",3,Quintana Haze," Can you please make app allow it to change the view it only plays when it's 
in landscape.. then I would absolutely love this app"
"August 26, 2018",1,Tynuk Media, Your app sucks! Too bad
"June 18, 2018",1,samantha golds," This app needs work.. worked fine for the first week or so and now i camt 
watch ANY t.v shows... Fix it"
"June 24, 2018",1,A Google user, This freezes all the time!! So frustrating!!
"July 6, 2018",1,Isy Stevenson, The app keeps freezing!
"August 21, 2018",2,A Google user, Can't cast programs LIVE on TV via chrome cast. Only after programs are Finnished we can
"July 14, 2018",4,Roger West," Don't know what everyone is complaining about, seems to work fine on My 
phone."
"November 15, 2018",3,Dianne Parry, Previously worked well with Chromecast but not working anymore.
"June 16, 2018",1,A Google user, Bloody useless (still)
"July 21, 2018",2,helen puddle, Installed app on samsung tablet but got blank pictures sort it out
"September 7, 2018",4,Drew Hobbs, It's good. . But it won't cast to my TV on live stream. . Only on the on demand shows.
"August 16, 2018",3,Danielle Adnitt," Slightly improved, can now Chromecast shows on demand but still can't cast 
live shows."
"July 11, 2018",3,Laurence Hawker," It's a good App despite the video stream restarting to the beginning when 
it goes to play ads."
"July 22, 2018",5,A Google user, At least it has less ads than it does on TV.
"January 16, 2019",4,A Google user, says my tablet is jailbroken when its not
"October 2, 2018",4,Sonal, Works okay now
"July 11, 2018",3,Gary Crofts," Good at casting on demand shows but live shows not so much very 
disappointing."
"June 19, 2018",2,A Google user, Can't chrome cast live TV
"August 12, 2018",1,Kyle Forrester, Can't chromecast live stream. What's the point!
"February 18, 2019",1,Eileen, Can't play any videos just ads!
"September 1, 2018",2,Duncan Stuart, I got the app for Chromecast. Couldn't find Chromecast. Uninstalled.
"July 14, 2018",1,Jackie MacArthur, Doesn't allow me link to chromecast
"August 20, 2018",1,Dwayne Ormsby, Can't use cell to screen share
"August 5, 2018",2,Tracey Hatcher, Won't let me cast to tv
"September 2, 2018",4,Judith Farkash, Too many advertisements throughout.
"January 30, 2019",1,Alan Potter, why can't we stream Live channels?
"March 31, 2019",1,jimme18, ...doesnt work.
"June 16, 2018",1,tommmmmnz, Insane number of ads
"July 7, 2018",1,andrew, Can't stream live tv
"July 20, 2018",1,Jordan Sinclair, Definitely needs a lot of work before this should be up in the app store
"August 13, 2018",5,A Google user, Pretty good can watch my fav programmes without a problem
"August 11, 2018",1,A Google user," It won't even open, keeps saying try again"
"July 18, 2018",1,Ben diggy, Doesn't even open
"July 13, 2018",1,Richard Grahame," This app is improved with casting now, much better."
"December 30, 2018",3,A Google user, Yeah h
"March 14, 2019",1,סטב סרבריאני, ask registration
"October 1, 2018",1,Lina Worthing, Lags badly
"December 15, 2018",2,Mel D, Keeps crashing
"April 17, 2019",1,Nate Bubba&Mepa. P Xo, ads ?
"October 22, 2018",1,A Google user, Aids
"April 8, 2019",1,Amber Underwood, buggy
"August 6, 2019",3,Pat Taitoko, sucks
"May 12, 2019",5,Jared Dobbs,****** the app is better now
"June 21, 2018",5,Gabby R, I love it
"October 22, 2018",5,Craig Stubbing, Great app
"July 2, 2018",5,Aidan minehan, Very nice
"March 12, 2019",3,Rhian Robinson, crappy
"April 1, 2019",1,Teresa Aporo, Horrible
"June 30, 2018",1,Anthony Metcalf, unusable
"May 1, 2019",4,Stephanie Hawkins, love it
"March 8, 2018",2,Peter Stockman," On the SonyAndroid TV the three app can play shows fine but wow, you are missing a streaming service for live tv. Your competitors have this as a standard and this needs to be sorted. If there is something I'm missing please let me know but at this stage I can't select and stream a live show from my...Full ReviewOn the SonyAndroid TV the three app can play shows fine but wow, you are missing a streaming service for live tv. Your competitors have this as a standard and this needs to be sorted. If there is something I'm missing please let me know but at this stage I can't select and stream a live show from my device when OnDemand has no trouble."
"May 1, 2018",1,Meals with Meg’s," This is the worst app I have ever used! You need to seriously work on this! 
It constantly stops working and freezes but guess what the ad always work 
perfectly.... It's a joke of app. I would rather pay for an app that works 
because it's so frustrating! Bin this and start again because honestly s...Full ReviewThis is the worst app I have ever used! You need to seriously work on this! 
It constantly stops working and freezes but guess what the ad always work 
perfectly.... It's a joke of app. I would rather pay for an app that works 
because it's so frustrating! Bin this and start again because honestly some 
one let the ball drop on this one."
"February 25, 2018",1,Ashleigh," Trying to play a show on Chromecast but I just keep getting a playback error. It's ridiculous. The app is supposed to play videos and it won't play a video. Even when it does play, the app crashes constantly. You should be able to save shows to your favourites or some sort of list."
"April 8, 2018",2,Liz Neilson," Its so laggy! It froze my phone yesterday. Theres a billion ads. When you knock it to portrait mode and then start play again an ad. Then another three ads. Even if you need to minimise it to answer a call or message, you have to watch another four ads. I was going to finish watching the series I ha...Full ReviewIts so laggy! It froze my phone yesterday. Theres a billion ads. When you knock it to portrait mode and then start play again an ad. Then another three ads. Even if you need to minimise it to answer a call or message, you have to watch another four ads. I was going to finish watching the series I had downloaded it for but now I'm seriously wondering if I can be bothered with this crappy sub standard app! TVNZ on demand is faster and simpler. I won't be recommending anyone to download it"
"March 2, 2018",1,Cara Gane," This stupid app doesn't work constantly reloading then playing sound not connected to content, playback constantly comes up. I'm missing out on all the MAFS drama! Why are you doing this to me tv 3 aaaahhhhhhh two thumbs down"
"May 3, 2018",2,Jen Hasard," Purposely find shows to watch on the TVNZ app so I don't have to use this 
app. I understand ads but when I need to skip ahead a few minutes to catch 
up they replay again and again. The TVNZ app has 2 at the most (sometimes 
no ads) and they're not glitchy. Deleted sorry."
