Date,Rating,User,Review
"July 9, 2018",1,Itchy R buckle," Absolutely shite! They roll out a new version and it doesn't work. You 
can't cow your bills you can't pay your bills. Funny thing is they can text 
you to say pay your bill now or there will be penalties.... Absolutely 
disgusting service... Not surprised though."
"June 29, 2018",1,A Google user," Awful. Keeps freezing. Won't give me details of account. Stupid to open up 
at a page with a pretty picture but to still tap again to enter App."
"July 8, 2018",2,Champak Patel," Where is all my balances on opening screen. That's why I login to see all 
info on a dashboard... why have greeting to me that says ""hello ..."" is a 
waste if screen space...could be put better use... Also quick access to 
view bills...have to look for it...?"
"July 2, 2018",5,Tristan Lomberg," The old version was difficult to use, couldn't top up half the time. New 
one is very pretty, quick! Great job team!"
"July 14, 2018",1,Paige O," I wish that the new version of this app compared the usage of data vs. the 
days left until the plan renewed like the older versions did. Immediate 
uninstall for me, as this was the only reason why I used the app in the 
first place. Flashy graphics are worth nothing when useful components are 
tak...Full ReviewI wish that the new version of this app compared the usage of data vs. the 
days left until the plan renewed like the older versions did. Immediate 
uninstall for me, as this was the only reason why I used the app in the 
first place. Flashy graphics are worth nothing when useful components are 
taken away. I'm really disappointed in this update."
"June 27, 2018",1,A Google user," Can we please have all the info on the same screen again? A quick glance is 
all that is needed. Now I need to scroll through various accts. Old view 
was much more easier to overview. An alternative would be to be able to 
swipe between accounts."
"June 26, 2018",5,Amberley A," Took a year and the latest update to actually sign in and use the app. 
Before that, I was using the website to check usage, top up etc. Sleek 
design and I guess its compatible with newer phone models."
"June 26, 2018",1,Swapnil Deshpande," Does not work. It cannot even log me in; I get an error saying my 
information could not be retrieved. Does not succeed even when I try again"
"July 7, 2018",1,Amit kokje," Nor sure what is the Definition of upgrade as per vodafone? Going backwrds 
perhaps. Confusing UI, no visbility of broadband if user is on fiber (which 
was available in previous version)"
"June 30, 2018",1,Michael Steele," Version 4 is worse than before. Losing the widget which was the only good 
thing about this app has ruined it. New UI is awkward."
"June 27, 2018",1,Jennifer Bradshaw," 27/6/18 No widget now. You have to log in to see usage. Not always 
possible. I don't use data when away from wifi. At least before there was 
historical info in the widget. Also picture background very bad in 
difficult light 15/9/17 Widget no longer working again! Update Jan 8th 
2018, widget stil...Full Review27/6/18 No widget now. You have to log in to see usage. Not always 
possible. I don't use data when away from wifi. At least before there was 
historical info in the widget. Also picture background very bad in 
difficult light 15/9/17 Widget no longer working again! Update Jan 8th 
2018, widget still not working and often can't get my data when I connect 
through the app. Not able to get through for days now"
"June 26, 2018",1,Christina Bryce," Updated the app, now getting the 'Unable to collect your account 
information' error. Why cant I log I'm Vodafone? Poor service"
"July 30, 2018",1,Tonia Bertolli," This App is definitely not as user friendly as the old version Bring back 
the old please. This is the first time I have missed paying on time!"
"June 29, 2018",1,Viv Deman," Hopeless, your old app may have needed updating for sure but this update is 
a retrograde step. Watch your user rating plummet."
"June 26, 2018",2,Karl Windle," The re-skin update removed the list of sims, so now I have to select each 
one individually to work out when I need to top up. And the widget has been 
removed."
"July 7, 2018",2,Alec Stanley," The UI might be pretty with this new version but I can only view usage 
details on my first account, nothing shows on any of the other 3, including 
my main number!"
"June 26, 2018",2,Mark Jeffries," Where has the widget gone? The app is useless without a nice widget, come 
on Vodafone!!"
"July 13, 2018",1,alexsius kie, Its dumb cant even pay my bill. The old app was better..
"June 27, 2018",1,Antony Wood," Laggy slow since update does not show basic information on main screen like 
it use to new layout may look fancy but prefer something that's practical 
and functional"
"July 5, 2018",3,Jonathan Dix," Usage details show call time in hr:min even when only seconds long. Leads 
one to believe they've been billed more than should have."
"June 28, 2018",1,Brent Woodley," Updated app doesn't work. I just get the Vodafone symbol repeating on the 
screen. It is now useless"
"June 26, 2018",4,Jasen Poole," What?! It didn't last half the day this latest update, has a very nice 
layout and very user friendly. When it worked."
"July 5, 2018",1,A Google user," OMG why change something that's not broken this new app is useless so hard 
to get around why didn't you just keep the old one nearly ready to give up 
Vodafone and go to another phone network"
"June 29, 2018",1,Wara Simoes," This app is even worst than the kast one honestly the aoo doesnt eben load 
up and i tried in differents sources of internet like please i wanna pay my 
bill"
"June 27, 2018",3,james gray," I initially rated a 1 star. But now after a couple of days use it is ok. 
Plenty to like. Don't like the start up screen picture. Can I change it?"
"July 10, 2018",1,Maree Peterson," Less visibility now as there is no comparison of usage vs time. App unable 
to retrieve my account info despite being an on account customer for 15+ 
years"
"July 4, 2018",4,Daniel Bishop," I like the app, however, it seems to be freezing quite a bit. Main page is 
missing information. Pages won't refresh or even load for that matter. 
Won't let me sign out, etc. Is this app going through an update? Cheers!"
"July 16, 2018",1,jezikalt," Unable to pay my bill so app is now completely useless. Also most sections 
dont load and doesn't show user usage anymore"
"July 1, 2018",1,Michael Webster," New release makes it unusable for our business which has a large number of 
connections. Only redeeming feature is it identifys this and suggests i 
view in a browser. Thanks for the upgrade!"
"July 10, 2018",1,Mahi St," Doesn't let me to log in. Just momentary shows my log in information then 
it says sorry can't collect your information. What I should do?"
"July 4, 2018",1,강병규," I couldnt change my password to login for over a week. How does this 
company work? Shouldnt all employees work to fix the system issue?"
"June 27, 2018",1,Jack Newton," Won't let me add connections. Says I need a pin but I have no idea what it 
is as I've never needed one before"
"July 5, 2018",1,Ace666," Nothing works on it you can sign in and that's about it. NO GOOD TO ME LIKE 
THAT. Let me know when you think you fix the problem."
"June 26, 2018",1,daniel johann, Every time they update this app they seem to break the entire thing.
"August 16, 2018",1,Ange Ready," Awful. Took 2 days and a lengthy interaction with customer service to log 
in to begin with. Worked for a couple weeks and now it won't log in again."
"June 26, 2018",1,Nikita Ball," Update makes it slow doesn't even load sometimes NOT HAPPY confusing with 
double up numbers.."
"July 2, 2018",5,Arfawhiu whiu," Bout time got upgraded to something.....better. just need to add the 
ability to pay your bill in instalments rather than wait for the big whammy 
every month. Great job on the upgrade😎"
"June 26, 2018",5,A Google user," Wow.. What a huge improvement. The design is very intuitive and it loads 
much faster. Great work Vodafone."
"July 14, 2018",2,Phil Wood," Rarely links to the account information, can we go back to the previous 
version which actually worked?"
"June 30, 2018",1,Faizad Mohammed," This app doesn't open doesn't give any information I tryed to open whole 
night it didn't open pice of sheet"
"August 19, 2018",1,Chloe Sabatier," Updated and now can't log in. Reset password and still wont work. Waste of 
time"
"July 1, 2018",1,ben Liu," Updates almost every month and make it harder and harder to use. Worth app 
I ever used."
"June 29, 2018",1,Ralph," Please bring back the widget. Even with that aside the old app version was 
better."
"June 26, 2018",5,ReubzK," I love this new Design! Really really nice!!!! Thank you! 😁 will be using 
it much more often now too!"
"July 10, 2018",1,Nicola Adams," Can't even access my account. Have to go through the play store to open it. 
Rubbish."
"June 28, 2018",1,A Google user," App has never shown accurate billing or often can't open up a bill to view 
it, now the app has been updated and all I see is a depressing scenery and 
shake to report problem.....and nothing else just a sad picture!! Grrr fix 
it!!!!"
"July 7, 2018",1,Tin Trang," Same with everyone else, make it easier for people not harder. Showing 
everything on the main screen is what we want"
"June 29, 2018",5,Matthew Wallace," Works very well, with little impact on battery life. I absolutely love the 
new app, looks way better than it did. I like it, so don't change it back"
"June 26, 2018",1,Katelyn Hann," This is so frustrating! It doesnt show my bill or what the balance is or 
when it's due! This is annoying and frustrating!! Fix this vodafone!!"
"June 26, 2018",5,priyanka harjai," Well done Vodafone team.. App is veryy smooth to use and faster than before 
:)"
"July 15, 2018",1,Rebeka Martinka," I have been trying to top up for the last half an hour. What is the point 
of an app if it doesn't even let you do the basics?!"
"June 29, 2018",1,Debbie Maitland," Find the new app difficult to navigate. Wont use it. Dissppointing to say 
the least!"
"June 28, 2018",5,Keith Izett," Latest version is very slick. Presentation of remaining service is much 
better than the old version"
"June 30, 2018",1,Brian Martin, Very very suckfull app can't even login on the damn thing
"July 5, 2018",5,Codah Purcell," Really great app! I'm able to connect with family and friends much easier. 
I can also customize and keep track of my plan with a few simple taps!"
"July 5, 2018",1,Malcolm," This updated app is a total fail.App crashes every time used on Samsung 
S8.Never a problem on previous app"
"June 27, 2018",4,P A," Works well. Had a question for developers and got quick, useful reply. Good 
support!"
"August 12, 2018",1,Jake Armitage," Vodafone where's your customer service, seems like 99% of people can't log 
in . Absolutely sucks."
"July 1, 2018",1,Monique Moynihan," Cannot retrieve my account info for days now? When can I receive this and 
why change something that is not broken? (See other comments from users)."
"July 2, 2018",1,David Morrell, Not as good as previous app. Don't fix something that's not broken
"June 26, 2018",1,Hardik Desai," Old one is better...what is the meaning of update if it doesn't want to 
connect. Didn't expected this from Vodafone."
"June 26, 2018",3,Doreen Kuok," Use to work fine but all broken after this recent update! Couldn't even get 
in. Sort it out please."
"June 28, 2018",2,JuAnn GUZ, Why does it not ask for a password when topping up phone?
"June 26, 2018",5,Robert Franklin," Great new App, well done Vodafone.. Much faster and easier to use"
"July 13, 2018",5,A Google user," New update is amazing. Much happier with the user interface, less crowded :)"
"July 4, 2018",1,Bazoogi OG Chick," Well since I added it all I've gotten is 'unable to contact server' . not 
cool Vodafone"
"July 3, 2018",3,Rose Gullery," Useless app upgrade: no information loads, previous version way more user 
friendly. No option to pay bill."
"July 2, 2018",3,Emmelin Lee," After the latest update, I can't even log in using the app. I can log in 
through Vodafone website. Finally managed to log in after clearing cache 
and data for the app."
"July 2, 2018",1,Patrick Jung," I want to say please front screen widget back. But people already mentioned 
that. Haha. I will give you 1 star for your work."
"July 11, 2018",1,Shanell Moeahu," I can not see my useage or pay my bill !!! It keeps 'loading' but showing 
blank should of left the old app"
"June 28, 2018",1,Bob Gordon," Latest upgrade (June 2018) is a major step backwards in terms of showing 
key useful information. Why ?"
"July 12, 2018",1,James Chan, App has suddenly become slow and unusable
"June 27, 2018",5,Allan Campbell," Vast improvement on previous versions. Love the new layout. Very quick to 
load. No problems at all."
"June 26, 2018",1,Freda Simkin, Won't even let me in! Who supposedly tested this update before roll out??
"June 27, 2018",3,Alex Paice, New update means I can't sign in Edit - can now sign in but widget is gone
"July 5, 2018",1,Sheryn Tay, wont let me put money onto another cell number. Do not like front page
"June 27, 2018",1,A Google user," It updated from previous version. It is now missing from my phone and the 
only way to access it is through the play store"
"June 25, 2018",5,Mohammed Rafi, New app looks awesome and faster than before....
"June 26, 2018",1,Mostafa Sherif, This version doesn't work!
"June 26, 2018",5,Shrean Gill," Waooo .. the app so much faster n smooth .. brilliant work Vodafone .. 
Bravo :)"
"June 26, 2018",5,Waldo Van Paddenburg, Brilliant super intuitive and lightning fast!
"June 26, 2018",5,priyesh kumar, Look and feel is awesome of this new app. Superb :)
"July 5, 2018",1,MrBlackopsnz, Can't login at all so can't pay bill fix it if you want my money
"July 4, 2018",1,Wayne John," Like the old style app this you can't tell how much data you've used and a 
day go back to the old one"
"July 1, 2018",1,Michael Robins, The upgrade makes it harder to use and cannot even open details now
"July 15, 2018",4,A Google user, Easy to use but widget not on home page anymore?
"June 26, 2018",5,sravanthi Andaka, Wow ...Looking brilliant.Happy to see the changes.
"June 27, 2018",3,Chris Chan, Able to Login now but still slow compare with the last version
"June 30, 2018",1,Sergey Efremov, Stop working after update
"July 2, 2018",1,Phil Tilsley," Can't sign in after the last update. Was nothing wrong with the old app. If 
it ain't broke don't fix it."
"June 26, 2018",5,Abdul Baseer Mohammed, Awesome and super kool new look
"July 5, 2018",2,Abhed S, Single topup action deduct amount twice from my account.
"June 26, 2018",1,A Google user, It updated and now wont load any account information
"July 11, 2018",1,offroad custom NZ, Cant even wont load any page but the initial page
"June 27, 2018",5,A Google user, Works for me. Nice layout too. Cheers Vodafone.
"July 1, 2018",5,Joseph Wichman, Just trying to get into my vodafone
"July 7, 2018",3,Bobby Mareiti, Can't open this app for some unknown reason 😕
"July 7, 2018",5,A Google user, Still getting the hang of it but it's alguds.
"July 14, 2018",1,A Google user, App update (v4) not working at all
"July 19, 2018",1,Lakshay Sethi, Please add YouTube music and YouTube in music and video pass and I will give 5 stars
"June 26, 2018",1,Ahmed Shurrab, Cant login after the update!!
"September 27, 2018",1,Fredricj Emile, Fix your fkn app
"July 10, 2018",1,Sara Flintoft, I can't even log in!
"June 26, 2018",4,Garjune Ke, Love the new design but any chance of bringing the widget back?
"July 1, 2018",1,Eddie Wong, Unnecessary update.
"July 13, 2018",1,"Terri Bell, nee Collett", Doesn't work
"August 11, 2018",2,curtis Picken, Can never login
"June 26, 2018",5,Mina Atayee, Like the new the functionality
"June 26, 2018",4,A Google user, Took a few tries to login but looks good.
"June 26, 2018",5,PRASANTH V NAIR, Awesome app😁
"June 26, 2018",1,wayne walker," It dosnt work,i cant sign in"
"July 14, 2018",5,Mark Bekhit, Great new upgrade to the app!
"July 8, 2018",2,hiddengamer 139, Nothing loads
"June 28, 2018",5,A Google user, MD ISTAHAK
"June 27, 2018",1,Lachlan Howat, keeps crashing
"July 1, 2018",5,L boy sandy, Like it..
"July 13, 2018",4,A Google user, It's all good
"June 29, 2018",5,Ofisa Talo, Really good service
"July 12, 2018",4,Ronald Stam, Very happy with app
"July 2, 2018",5,A Google user, Cool as bro
"July 9, 2018",5,peceli bulivakarua, Awesome thanks
"July 4, 2018",1,A Google user, Rubbish
"June 26, 2018",1,A Google user, Hopeless
"November 28, 2018",5,Yooo qirrll, awesome
"June 25, 2018",1,Renee Lee," The only thing I see is ""Sorry we can't show you the days for your 
connection. Pl try again later"". After 8 months of 'later', it is still 
showing the same message. Staff at Vodafone stores tell me they can't do 
anything as it's an app problem. BUT the amazing thing is that the payment 
function ...Full ReviewThe only thing I see is ""Sorry we can't show you the days for your 
connection. Pl try again later"". After 8 months of 'later', it is still 
showing the same message. Staff at Vodafone stores tell me they can't do 
anything as it's an app problem. BUT the amazing thing is that the payment 
function of the app works perfectly."
"May 31, 2018",1,Liam," This app is in a never ending loop where it tells me the app is outdated 
and no longer supported so I go to the app store and update it, open it up 
again and it says the same thing redirecting me back to the update I have 
already done. Meanwhile their top up transactions on the vodaphone site are...Full ReviewThis app is in a never ending loop where it tells me the app is outdated 
and no longer supported so I go to the app store and update it, open it up 
again and it says the same thing redirecting me back to the update I have 
already done. Meanwhile their top up transactions on the vodaphone site are 
also down so I guess I wont be rolling over my plan this month."
"May 31, 2018",1,Ash Kulkin," App kept telling me to update, but I have the latest version. Uninstall 
then reinstall and the app no longer starts up at all. Nearly threw my 
phone in the bin. It used to work fine, now it's garbage, sort it out. A 
lot of people have the same problem."
"May 31, 2018",1,Mena Temu," Not a great app... Why improve your app to BROKEN?! (yes broken English 
spoken and out loud) this app in a never ending loop 'this version is no 
longer supported'. SO I update..... Still in never ending loop. SO I 
uninstall... Then re-install.... What ya know still in a never ending loop! 
SO I r...Full ReviewNot a great app... Why improve your app to BROKEN?! (yes broken English 
spoken and out loud) this app in a never ending loop 'this version is no 
longer supported'. SO I update..... Still in never ending loop. SO I 
uninstall... Then re-install.... What ya know still in a never ending loop! 
SO I restart phone thinking smartphone like computer..... What ya 
know?..... STILL IN A NEVER ENDING LOOP!😤😤😤 please fix"
"May 31, 2018",1,Kane Mcnaughton," This app used to work okay, but now it doesn't work at all. Whenever I try 
to open the app it tells me to update it because this version is no longer 
supported. When I open the App Store it tells me I have the latest version. 
Rinse and repeat. Is a broken app atm. Please fix!"
"May 18, 2018",1,A Google user," Takes a long time to update your usage. This can mean you go way over the 
minutes in your plan if you use this app as a guide, which I can only 
assume is the purpose of the app. Also it requires excellent mobile 
reception to even open the app. So if you're internet is slow due to poor 
reception ...Full ReviewTakes a long time to update your usage. This can mean you go way over the 
minutes in your plan if you use this app as a guide, which I can only 
assume is the purpose of the app. Also it requires excellent mobile 
reception to even open the app. So if you're internet is slow due to poor 
reception you can't check to see if it's a data issue."
"May 29, 2018",1,John Sanders," This app is the most annoying app I've ever used.! Every time I click on it 
that stupid box pops up saying ""Your balance is low top up now"".! I'll top 
it up when I'm ready I don't need you money hungry pr.. ks telling me to 
top up all the time.!!!! 😠😠😠😠😠😠"
"August 16, 2018",1,A Google user," Why do I have to up grade? How stupid of you to not let me pay my account 
unless I upgrade giving you access to the microphone, why do you need to 
access that??? Is it true then that the microphone allows you to listen to 
my conversations so you can direct advertisements toward my interests.I do ...Full ReviewWhy do I have to up grade? How stupid of you to not let me pay my account 
unless I upgrade giving you access to the microphone, why do you need to 
access that??? Is it true then that the microphone allows you to listen to 
my conversations so you can direct advertisements toward my interests.I do 
not like invasion of my privacy, I pay you for a phone service not for you 
to control advertisements directed cat me. If you do not allow me to pay my 
account using the app I already have I will simply change to another 
provider"
"June 6, 2018",1,Arun RK," Pathetic app. Keeps showing they cannot show data for the connection. 
Refreshed it multiple times and even uninstalled and installed it to no 
avail. Will be moving to Spark shortly."
"June 17, 2018",2,justme33126," Use to work fine but not anymore. It does not acknowledge when my plan has 
renewed. It says I have ""1 day remaining"" the day after my 28 days plan 
renewed! I have called Vodafone no less than 5 times on this issue and I'm 
still without an answer. Tried uninstalling etc, no luck. It's STUCK on ""1 ...Full ReviewUse to work fine but not anymore. It does not acknowledge when my plan has 
renewed. It says I have ""1 day remaining"" the day after my 28 days plan 
renewed! I have called Vodafone no less than 5 times on this issue and I'm 
still without an answer. Tried uninstalling etc, no luck. It's STUCK on ""1 
day remaining""; for what? Who knows!! I'm unable to keep track of my plan 
usage!! Not impressed :("
"June 14, 2018",1,Daniel Gavin," If i could rate zero stars i would. expect better software from an IT 
service provider. I'd love to know how you got those pretty mockups you 
show here cos the app is never that informative or error free. come on 
Vodafone onvest in some quality designers."
"June 14, 2018",1,Natalie Richmond," Not happy on the app I don't have PAY BILL any more.. so i have to go and 
Google search it.. then pay my account that way.. I get told by a Vodafone 
worker to uninstall the app then re install it but it dose the same thing.. 
so they tell me I have to go to Google search and pay my account that wa...Full ReviewNot happy on the app I don't have PAY BILL any more.. so i have to go and 
Google search it.. then pay my account that way.. I get told by a Vodafone 
worker to uninstall the app then re install it but it dose the same thing.. 
so they tell me I have to go to Google search and pay my account that way.. 
so what's the whole point of the app.. I'm thinking about going to another 
company.. because that's not the only problem I've been having with 
Vodafone.. 1. My ex is now the main account holder.. how the hell that 
happen I haven't got a clue and nether dose the Vodafone workers.."
"June 24, 2018",1,Aischa Parker," Ur app offers advise on what ur pH can do, tap on my brand and it asks 
device type, and it shows u popular sold models, mine is a new model a nova 
2i so that does show, search it and it asks u again and again and what type 
again, just goes around in circles, bloody hopeless. Also I'm trying to to...Full ReviewUr app offers advise on what ur pH can do, tap on my brand and it asks 
device type, and it shows u popular sold models, mine is a new model a nova 
2i so that does show, search it and it asks u again and again and what type 
again, just goes around in circles, bloody hopeless. Also I'm trying to top 
up and it only offers to set auto top up, but I don't want AUTO."
"June 23, 2018",1,Andre Gillies," App never works properly.. Customer service also very unhelpful? Can 
Vodafone not afford staff from the country im calling from? According to 
consumers magazine you better of using 2degrees, which is thought I may 
consider."
"June 6, 2018",1,Nicolò Parolini," Most of the times it is unable to show data. The fancy deals animation is 
useless. The only thing it is really useful for is to top up or change plan 
(and even this only if it works, which doesn't happen that often)"
"May 31, 2018",1,A Google user," Disappointed when went to use it tells me it's has been updated and to 
reload. Reloaded it but still keeps giving same message have tried 
uninstalling and then reinstalling. Frustrating as want to know how much 
money and how many txt left and can't see how to contact without app"
"June 20, 2018",2,Angie Pellew," The Vodafone app has not been working properly for weeks. And it did stuff 
up my deal one week. When is this going to be fixed? Guy from customer 
service said it would be fixed in 2 days! Its been 2 weeks. Waiting for a 
new decent fixed up app"
"May 30, 2018",2,Lisa Haywood," Pretty average TBH. So buggy and slow, can't refresh actual data uses often 
so can't keep track very well at all. The idea is good, but performance is 
average"
"June 6, 2018",1,Ricky Thornton," App doesn't work. All I get is a little wheel circling around and around. I 
raised this with Vodafone and have had no response"
"June 14, 2018",1,Sitiva Pihema," No matter what i do i still can not view my summery on the vodafone app or 
when i sign into the vodafone website on desktop. Why can't i view my 
summery"
"May 25, 2018",2,lynne Stewart," Feed back, beeds to cover more things, and sections to give feedback. 
Example i am constantly losing signal and can't send txt etc. Frustrated 
and don't want to ring. Changes in plan does not give prepay option without 
calling. Considering going elsewhere if no networks continue. I have been 
try...Full ReviewFeed back, beeds to cover more things, and sections to give feedback. 
Example i am constantly losing signal and can't send txt etc. Frustrated 
and don't want to ring. Changes in plan does not give prepay option without 
calling. Considering going elsewhere if no networks continue. I have been 
trying to reply to txt for over 10 min and still not sending. I have full 
bars. But constantly losing them."
"May 30, 2018",1,Christal THE FAM XX," It never let's me see info I have on plans add one etc you .if u run out of 
data plan or add on it chews credit instead of letting you know to buy a 
new add on. Had this app for 3 months and one minute you can only use with 
data the next only with WiFi. Cannot top up easy depending on the apps 
f...Full ReviewIt never let's me see info I have on plans add one etc you .if u run out of 
data plan or add on it chews credit instead of letting you know to buy a 
new add on. Had this app for 3 months and one minute you can only use with 
data the next only with WiFi. Cannot top up easy depending on the apps 
feelings that day weather it wants data or WiFi. Epic waste of time money 
Oh yes I have updated to date as well"
"June 6, 2018",1,Sean L.V.," Everytime i click on the app, i have to keep logging out then logging back 
in for it to work properly. I have been doing that for a whole year now and 
nothing is being done about it. Overall its a good app that is very 
organised and easy to find specific things, But you need to fix this app 
beca...Full ReviewEverytime i click on the app, i have to keep logging out then logging back 
in for it to work properly. I have been doing that for a whole year now and 
nothing is being done about it. Overall its a good app that is very 
organised and easy to find specific things, But you need to fix this app 
because i use this app all the time and im just getting sick of it."
"May 30, 2018",2,Abby Leefe," I love the app but since the recent update, when I open the app, my screen 
goes white and none of my info comes up. Super disappointing... Please fix 
it asap..."
"May 31, 2018",1,A Google user," Literally the worst app I have ever used. Crashes constantly, never 
refreshes and is clunky to use. Sort it out Vodafone - it is shocking."
"June 5, 2018",1,troy spooner," Same issues as everyone else. Do u even read these comments vodafone. Spend 
some of ur billion dollar profits and get it fixed, coz ur failing customers"
"May 31, 2018",1,Rocky Thompson," There's a lot that needs to be sorted with this app. Updating gives me 
errors on the page, the deal prices keep going up and up as you try to stay 
connected and there's no $3 option to just purchase texts to either 
voda2voda or voda2telecom. Let us help you so you can help us."
"May 31, 2018",1,Melissa Edwards," App won't update. If I remove and reinstall it will update but otherwise 
just tells me the info displayed is not up to date and it won't refresh by 
pulling down as it used to. Update 5 months later: still no change. App 
doesn't update."
"June 24, 2018",1,Jason Knight," Fix your app it's useless 😡 I think you need to start responding to the 
bad feedback instead of just ignoring it 👎 27th December and the app Still 
doesn't work!"
"May 30, 2018",2,Neetsy O," App has been crashing for the last week and it's so annoying. Won't load on 
any connection ie WiFi or data. Please fix. Thanks"
"May 30, 2018",1,Jorja Williams," This app is ok but but there phones are the most worst thing you could 
possibly ever buy I really shouldn't have brought this phone"
"June 7, 2018",1,John Ninnes," It's hopeless worked fine for a while then after up date became useless, 
kept saying version out of date or crashed or not even open. This was after 
several reinstalls"
"May 31, 2018",1,Winnie Nanai," Keeps telling me this version is not available visit store but I'm visiting 
store it doesn't tell me the new app to bloody use. 🤔"
"June 12, 2018",1,A Google user," This app is rubbish, to put it bluntly. It doesn't work. Constantly saying 
it can't show me things right now, taking ages to load anything and not 
letting me view or update my plan. Oh and it says I have no data left when 
I've already bought an add on! Avoid!"
"June 5, 2018",1,Jen Baen-Price," It won't let me open it, says it needs to update... Have uninstalled and 
reinstalled and it still won't work"
"June 21, 2018",1,Marketa Zelenakova," Not sure what's wrong with this app. Last couple weeks is denying to 
display all proper information on main screen - sorry, we can't show you 
data for your type of connection. What does it mean? Already tried mobile 
data even wi-fi. Reported to Vodafone and nothing happened..."
"May 31, 2018",4,Daniel Whiting," Keeps telling me the app is obsolete but yet wont tell me what the new one 
is called"
"June 13, 2018",1,Kieran Chester," Never ever works. My 'information' like bills or anything is actually never 
avialable to use. I can't believe such a big company that specialises in 
mobile phones has an app that is this terrible."
"June 3, 2018",1,Gerry Radt," When you live in the country, reception is abysmal,you can however top up 
your phone,but please do not try to by more data or talktime because all 
you get is"" sorry not available at the moment.Vodafone you suck"
"June 7, 2018",1,Sarah Kinnaird," The app does not work. I topped up yesterday and the balance still says 
zero. Return my money please or make your service work."
"May 31, 2018",1,Ramon IV Guevara," From the insanely long waiting times for the app to finally show the sign 
in screen, to a 4 minute wait of signing in only for the app to tell you 
that your info can't be viewed at the moment. This is absolute garbage."
"June 5, 2018",1,A Google user, App tells me it's put of date so go to play store but won't update!
"May 31, 2018",1,Phil T," Ever since the update whenever I open the app a message pops up saying the 
version is no longer supported. Go to play store to update but play store 
says I have current version. End result I can't open app"
"June 20, 2018",4,Kennie Jo," It's ok but at the moment there is a problem with the summary page. The 
days left counter stays at 0 even thought I am topped up. It will stay 0 
even till the next topup. Keeps telling me to refresh but no difference."
"May 21, 2018",2,Tarnz Matthews," After an update. It's takes so long to sign in and when it finally does if 
it does it doesn't load properly"
"May 31, 2018",1,Dave Monster," It's not working I'm trying to top and it says this version is no longer 
supported go to the app store but I've u installed reinstall and it still 
won't do anything!"
"July 13, 2018",1,Garth Dowling," Literally unable to get any information out of it. Not my balance owing, 
data, minutes, bill anything. Just sits loading screens if it gets anywhere 
at all"
"May 20, 2018",5,Tyronr Kelly, Ain't loading said needs update but all ready sused it out
"June 12, 2018",1,warsha pandit," App has not been displaying updated info, despite refreshing several times. 
Stuck on May 23rds info. Please sort out your app Vodafone!!"
"June 15, 2018",1,Dave Chadwick," Worked when first started using this app, for some reason it just sits on 
loading screen when signing in so can't top up on this app or internet site"
"May 31, 2018",1,Sara&luka Delisha," After update you can't even view account it keeps saying its not supported. 
And visit app store"
"August 11, 2018",1,Dean Milner," Unable to enter the App, you say it needs to be up dated... but it wont no 
matter how many times the update is selected"
"June 19, 2018",1,Mal Tui," Please fix. As other people have been stating app and website not showing 
balanced and can't even top up. What's going on???"
"June 15, 2018",1,B Edwards," Sick of updating this app looking at moving back to Spark as Vodafone 
customer service is so poor but fast to take your money! !!"
"June 18, 2018",1,Jin Soo Kim," Topped up through app, took my money but didn't update my plan. Don't use 
this until there is a fix"
"June 8, 2018",2,Lisa Austin," Keeps telling me my details are unavailable, no matter what I do. More than 
a little annoying."
"June 12, 2018",1,Harry S," Couldn't go beyond the summery. Never ending waiting loop. Kept waiting, 
reinstalled the app but still no luck."
"May 30, 2018",1,Mojo Jojo, been over a week still can't see my account summary
"May 24, 2018",1,Brodie martin," Hey Vodafone sort this app out you make enough money validation code not 
working and it's pissing me off get it sorted"
"May 31, 2018",1,Tony Mccarthy," Help I just started with Vodafone, the app worked once, I deleted it and 
reinstalled, but still not working, the app starts red screen and the 
symbol comes on and goes and that's it just a red screen. Huawei y7 locked 
to Vodafone. 2 degrees app was fine."
"June 11, 2018",3,A Google user," I have been unable to access my account details to top up for pls fix this 
android 4.2.2"
"June 6, 2018",4,Tracey Tupe," At the moment I'm not really to pleased with this app. It is freezing in I 
can't get the full site of it."
"August 13, 2018",2,A Google user, So difficult to get into it.Always down. I will be changing.
"May 19, 2018",2,Lorenzo Peloso, The widget does not work very well
"June 25, 2018",1,Gautam Atmakuri," Full of bugs and account resets in this app... Because of this app I had to 
pay late fee coz they reset my pwd, without me knowing when I changed the 
account plan."
"June 13, 2018",1,A Google user," I can't even get into the thing as it tells me my number doesn't have look 
Right."
"August 16, 2018",1,A Google user," Update useless. Lost stored credit card and won't recognise it when 
reinstalled. Very slow."
"June 11, 2018",1,Matthew King," Worked well until a few weeks ago, disappointing, might change to skinny"
"May 31, 2018",1,A Google user, It will not open so I can use it
"August 9, 2018",1,Mi Cash," can't open because it wants to be update, trying to update for two days, 
still pending... it was just fine before, it was great now sucks, fix it!"
"June 10, 2018",1,Ahmed Ibrahim, The app doesn't work it just keeps loading😔
"June 11, 2018",1,A Google user," Auto update has not worked in over 12 months. Also when you go to refresh 
the stats it doesn't do anything. Just tried to reinstall now it does not 
load at all."
"August 5, 2018",5,A Google user," It's good, easy to use, even if you only have $0.10 you can still use it."
"May 27, 2018",1,Jackie Klompenhouwer," All I got for the last 3 weeks is ""Sorry can't show you the data for your 
connection. Please try again later"""
